"user_email_hash","model_name","phrase_id","speaker_id","rating"
"1bff70e1","Tacotron2-180spk","p055","VP427","1"
"1bff70e1","GT-000000","p056","VP427","5"
"1bff70e1","Glow-060spk","p023","IS038","2"
"1bff70e1","Glow-060spk","p016","IS031","3"
"1bff70e1","Tacotron2-060spk","p026","IS038","4"
"1bff70e1","Tacotron2-180spk","p020","IS031","3"
"1bff70e1","Glow-060spk","p051","VP427","1"
"1bff70e1","Glow-180spk","p059","VP427","1"
"1bff70e1","Glow-030spk","p036","MS052","2"
"1bff70e1","Tacotron2-030spk","p053","VP427","2"
"1bff70e1","Tacotron2-060spk","p033","MS052","2"
"1bff70e1","Tacotron2-180spk","p006","AS009","4"
"1bff70e1","Tacotron2-060spk","p019","IS031","5"
"1bff70e1","Glow-180spk","p031","MS052","2"
"1bff70e1","GT-000000","p007","AS009","5"
"1bff70e1","Tacotron2-180spk","p048","VP131","2"
"1bff70e1","Glow-180spk","p017","IS031","2"
"1bff70e1","Tacotron2-030spk","p011","IS031","3"
"1bff70e1","Glow-060spk","p058","VP427","1"
"1bff70e1","Glow-180spk","p010","AS009","4"
"1bff70e1","Tacotron2-030spk","p018","IS031","3"
"1bff70e1","GT-000000","p028","IS038","5"
"1bff70e1","Glow-060spk","p002","AS009","3"
"672b35f5","Tacotron2-030spk","p024","IS038","4"
"672b35f5","Tacotron2-180spk","p012","IS031","3"
"672b35f5","Glow-180spk","p058","VP427","2"
"672b35f5","Tacotron2-180spk","p040","MS052","2"
"bcdc8c82","Glow-060spk","p003","AS009","2"
"1bff70e1","Tacotron2-060spk","p040","MS052","2"
"1bff70e1","Glow-180spk","p003","AS009","3"
"1bff70e1","GT-000000","p035","MS052","5"
"1bff70e1","GT-000000","p042","VP131","5"
"672b35f5","Tacotron2-060spk","p039","MS052","2"
"672b35f5","GT-000000","p013","IS031","5"
"44bab550","Glow-180spk","p029","IS038","3"
"44bab550","Tacotron2-180spk","p025","IS038","4"
"44bab550","Tacotron2-180spk","p039","MS052","3"
"44bab550","Glow-060spk","p014","IS031","4"
"44bab550","GT-000000","p005","AS009","5"
"44bab550","GT-000000","p054","VP427","5"
"44bab550","Tacotron2-030spk","p030","IS038","4"
"44bab550","Glow-060spk","p021","IS038","3"
"44bab550","Tacotron2-030spk","p009","AS009","5"
"44bab550","Tacotron2-180spk","p060","VP427","4"
"44bab550","Glow-030spk","p027","IS038","4"
"44bab550","GT-000000","p047","VP131","5"
"bcdc8c82","Glow-180spk","p046","VP131","1"
"bcdc8c82","Glow-060spk","p010","AS009","1"
"bcdc8c82","Glow-180spk","p025","IS038","2"
"44bab550","Tacotron2-180spk","p018","IS031","3"
"44bab550","Glow-060spk","p042","VP131","1"
"44bab550","GT-000000","p012","IS031","5"
"44bab550","Glow-030spk","p048","VP131","2"
"44bab550","Tacotron2-060spk","p024","IS038","5"
"44bab550","Tacotron2-180spk","p004","AS009","5"
"44bab550","GT-000000","p019","IS031","5"
"44bab550","Glow-060spk","p056","VP427","3"
"44bab550","Glow-180spk","p043","VP131","3"
"44bab550","Tacotron2-060spk","p038","MS052","3"
"44bab550","Glow-030spk","p006","AS009","2"
"44bab550","Glow-030spk","p055","VP427","2"
"44bab550","Tacotron2-060spk","p010","AS009","4"
"44bab550","Tacotron2-180spk","p011","IS031","3"
"44bab550","Glow-060spk","p028","IS038","4"
"44bab550","Tacotron2-030spk","p044","VP131","5"
"44bab550","Glow-180spk","p015","IS031","2"
"44bab550","Tacotron2-030spk","p058","VP427","5"
"44bab550","Tacotron2-060spk","p017","IS031","4"
"44bab550","Glow-180spk","p050","VP131","3"
"44bab550","Glow-060spk","p035","MS052","3"
"44bab550","Glow-180spk","p001","AS009","3"
"44bab550","GT-000000","p026","IS038","5"
"44bab550","Glow-180spk","p057","VP427","3"
"44bab550","Glow-060spk","p049","VP131","2"
"44bab550","Glow-030spk","p034","MS052","2"
"44bab550","Tacotron2-060spk","p059","VP427","5"
"44bab550","Tacotron2-180spk","p046","VP131","4"
"44bab550","Tacotron2-030spk","p016","IS031","5"
"44bab550","GT-000000","p040","MS052","5"
"44bab550","Glow-030spk","p020","IS031","2"
"44bab550","Tacotron2-060spk","p045","VP131","3"
"44bab550","Tacotron2-030spk","p037","MS052","1"
"44bab550","Tacotron2-180spk","p032","MS052","2"
"44bab550","Glow-060spk","p007","AS009","5"
"44bab550","Tacotron2-030spk","p023","IS038","5"
"44bab550","Tacotron2-060spk","p003","AS009","5"
"44bab550","Glow-180spk","p036","MS052","1"
"44bab550","Glow-180spk","p022","IS038","4"
"44bab550","Glow-030spk","p041","VP131","2"
"44bab550","Tacotron2-180spk","p053","VP427","4"
"44bab550","Tacotron2-060spk","p031","MS052","4"
"44bab550","Glow-180spk","p008","AS009","4"
"44bab550","Tacotron2-030spk","p051","VP427","4"
"44bab550","Tacotron2-030spk","p002","AS009","5"
"44bab550","Glow-030spk","p013","IS031","4"
"44bab550","GT-000000","p033","MS052","5"
"44bab550","Tacotron2-060spk","p052","VP427","4"
"a4e44d9d","Glow-060spk","p055","VP427","1"
"a4e44d9d","Glow-030spk","p040","MS052","2"
"a4e44d9d","Glow-060spk","p048","VP131","1"
"a4e44d9d","Glow-030spk","p033","MS052","2"
"a4e44d9d","Tacotron2-060spk","p037","MS052","2"
"a4e44d9d","Glow-030spk","p005","AS009","3"
"a4e44d9d","Tacotron2-180spk","p031","MS052","2"
"a4e44d9d","Tacotron2-180spk","p038","MS052","1"
"a4e44d9d","Tacotron2-180spk","p003","AS009","3"
"a4e44d9d","Glow-180spk","p035","MS052","2"
"a4e44d9d","Tacotron2-030spk","p057","VP427","2"
"a4e44d9d","Tacotron2-030spk","p036","MS052","1"
"a4e44d9d","GT-000000","p018","IS031","3"
"a4e44d9d","Tacotron2-060spk","p044","VP131","1"
"a4e44d9d","Glow-030spk","p012","IS031","1"
"a4e44d9d","Tacotron2-180spk","p024","IS038","2"
"a4e44d9d","Tacotron2-180spk","p045","VP131","2"
"a4e44d9d","Glow-060spk","p034","MS052","1"
"a4e44d9d","Glow-030spk","p019","IS031","2"
"a4e44d9d","Tacotron2-060spk","p023","IS038","2"
"a4e44d9d","Tacotron2-030spk","p050","VP131","1"
"a4e44d9d","Glow-030spk","p026","IS038","2"
"a4e44d9d","GT-000000","p011","IS031","4"
"a4e44d9d","GT-000000","p046","VP131","5"
"a4e44d9d","Glow-060spk","p041","VP131","1"
"a4e44d9d","GT-000000","p025","IS038","4"
"a4e44d9d","Tacotron2-060spk","p009","AS009","3"
"a4e44d9d","Glow-060spk","p006","AS009","1"
"a4e44d9d","Glow-180spk","p028","IS038","1"
"a4e44d9d","GT-000000","p060","VP427","5"
"a4e44d9d","Glow-180spk","p042","VP131","1"
"a4e44d9d","Glow-030spk","p054","VP427","1"
"a4e44d9d","Tacotron2-060spk","p030","IS038","2"
"a4e44d9d","Tacotron2-030spk","p022","IS038","2"
"a4e44d9d","Tacotron2-030spk","p043","VP131","1"
"a4e44d9d","Tacotron2-030spk","p008","AS009","4"
"a4e44d9d","Tacotron2-180spk","p059","VP427","1"
"a4e44d9d","Glow-180spk","p049","VP131","1"
"a4e44d9d","Tacotron2-180spk","p052","VP427","1"
"a4e44d9d","Glow-180spk","p021","IS038","2"
"a4e44d9d","Tacotron2-180spk","p017","IS031","1"
"a4e44d9d","Tacotron2-030spk","p029","IS038","2"
"a4e44d9d","Tacotron2-060spk","p058","VP427","1"
"a4e44d9d","Glow-030spk","p047","VP131","1"
"a4e44d9d","Glow-060spk","p013","IS031","1"
"a4e44d9d","Glow-180spk","p056","VP427","1"
"a4e44d9d","GT-000000","p039","MS052","5"
"a4e44d9d","GT-000000","p053","VP427","5"
"a4e44d9d","Tacotron2-060spk","p016","IS031","2"
"a4e44d9d","Tacotron2-030spk","p001","AS009","3"
"a4e44d9d","Tacotron2-060spk","p051","VP427","3"
"a4e44d9d","Tacotron2-180spk","p010","AS009","1"
"a4e44d9d","Glow-060spk","p020","IS031","1"
"a4e44d9d","Glow-180spk","p014","IS031","1"
"a4e44d9d","Tacotron2-060spk","p002","AS009","3"
"a4e44d9d","GT-000000","p004","AS009","5"
"a4e44d9d","Glow-060spk","p027","IS038","2"
"a4e44d9d","Tacotron2-030spk","p015","IS031","1"
"a4e44d9d","GT-000000","p032","MS052","5"
"a4e44d9d","Glow-180spk","p007","AS009","1"
"bc8a0324","Tacotron2-180spk","p037","MS052","1"
"bc8a0324","Tacotron2-060spk","p015","IS031","3"
"bc8a0324","Glow-180spk","p013","IS031","2"
"bc8a0324","Tacotron2-180spk","p058","VP427","4"
"bc8a0324","Glow-030spk","p004","AS009","1"
"bc8a0324","Glow-060spk","p040","MS052","2"
"bc8a0324","Tacotron2-030spk","p028","IS038","5"
"bc8a0324","Tacotron2-030spk","p056","VP427","4"
"bc8a0324","Glow-060spk","p033","MS052","4"
"bc8a0324","Glow-030spk","p046","VP131","2"
"bc8a0324","Glow-180spk","p048","VP131","2"
"bc8a0324","Glow-060spk","p054","VP427","1"
"bc8a0324","Tacotron2-030spk","p035","MS052","4"
"bc8a0324","Glow-060spk","p026","IS038","5"
"bc8a0324","GT-000000","p052","VP427","5"
"bc8a0324","Glow-030spk","p032","MS052","2"
"bc8a0324","Tacotron2-180spk","p016","IS031","5"
"bc8a0324","Glow-030spk","p039","MS052","3"
"bc8a0324","Glow-180spk","p041","VP131","1"
"bc8a0324","Glow-030spk","p060","VP427","2"
"bc8a0324","GT-000000","p031","MS052","5"
"bc8a0324","Tacotron2-030spk","p021","IS038","4"
"bc8a0324","Glow-060spk","p047","VP131","3"
"bc8a0324","Glow-030spk","p018","IS031","2"
"bc8a0324","Tacotron2-060spk","p001","AS009","5"
"bc8a0324","Glow-180spk","p020","IS031","3"
"bc8a0324","Tacotron2-060spk","p022","IS038","5"
"bc8a0324","Glow-060spk","p019","IS031","4"
"bc8a0324","Tacotron2-180spk","p002","AS009","5"
"bc8a0324","Tacotron2-180spk","p030","IS038","4"
"bc8a0324","Tacotron2-180spk","p023","IS038","5"
"bc8a0324","Tacotron2-180spk","p051","VP427","2"
"bc8a0324","Glow-180spk","p027","IS038","3"
"bc8a0324","Tacotron2-060spk","p029","IS038","4"
"bc8a0324","Tacotron2-030spk","p007","AS009","5"
"bc8a0324","Glow-060spk","p005","AS009","1"
"bc8a0324","Tacotron2-180spk","p044","VP131","3"
"bc8a0324","Tacotron2-060spk","p036","MS052","2"
"bc8a0324","GT-000000","p045","VP131","5"
"bc8a0324","Glow-180spk","p055","VP427","1"
"bc8a0324","GT-000000","p059","VP427","5"
"bc8a0324","Glow-180spk","p034","MS052","2"
"bc8a0324","GT-000000","p010","AS009","5"
"bc8a0324","Tacotron2-060spk","p057","VP427","4"
"bc8a0324","Glow-060spk","p012","IS031","4"
"bc8a0324","Tacotron2-030spk","p049","VP131","4"
"bc8a0324","Tacotron2-030spk","p014","IS031","3"
"bc8a0324","Tacotron2-060spk","p043","VP131","3"
"bc8a0324","Tacotron2-060spk","p050","VP131","2"
"da209842","Tacotron2-030spk","p034","MS052","1"
"da209842","Tacotron2-060spk","p035","MS052","2"
"bc8a0324","Glow-030spk","p011","IS031","1"
"da209842","GT-000000","p051","VP427","5"
"bc8a0324","GT-000000","p017","IS031","5"
"da209842","Glow-060spk","p025","IS038","2"
"da209842","Tacotron2-060spk","p056","VP427","5"
"bc8a0324","Glow-030spk","p053","VP427","1"
"da209842","Glow-180spk","p047","VP131","1"
"bc8a0324","Tacotron2-030spk","p042","VP131","2"
"da209842","Glow-180spk","p040","MS052","2"
"da209842","Tacotron2-030spk","p048","VP131","3"
"da209842","GT-000000","p002","AS009","5"
"da209842","Tacotron2-060spk","p021","IS038","4"
"bc8a0324","GT-000000","p003","AS009","5"
"da209842","Tacotron2-180spk","p022","IS038","5"
"bc8a0324","Tacotron2-180spk","p009","AS009","5"
"da209842","Tacotron2-180spk","p057","VP427","4"
"da209842","Glow-180spk","p033","MS052","3"
"bc8a0324","GT-000000","p038","MS052","5"
"da209842","Tacotron2-030spk","p020","IS031","4"
"bc8a0324","Glow-180spk","p006","AS009","4"
"da209842","Glow-060spk","p053","VP427","2"
"da209842","Glow-030spk","p052","VP427","2"
"bc8a0324","Glow-030spk","p025","IS038","3"
"da209842","GT-000000","p030","IS038","5"
"da209842","Tacotron2-060spk","p049","VP131","2"
"bc8a0324","GT-000000","p024","IS038","5"
"da209842","GT-000000","p058","VP427","5"
"da209842","Glow-180spk","p054","VP427","2"
"bc8a0324","Tacotron2-060spk","p008","AS009","5"
"da209842","Glow-030spk","p059","VP427","2"
"da209842","Glow-180spk","p019","IS031","4"
"da209842","Glow-180spk","p012","IS031","4"
"da209842","Glow-030spk","p024","IS038","4"
"da209842","Tacotron2-180spk","p001","AS009","5"
"da209842","Glow-060spk","p004","AS009","3"
"da209842","Tacotron2-060spk","p042","VP131","3"
"da209842","GT-000000","p044","VP131","5"
"da209842","Glow-060spk","p039","MS052","3"
"da209842","Tacotron2-060spk","p014","IS031","4"
"da209842","Tacotron2-180spk","p029","IS038","4"
"da209842","Glow-180spk","p026","IS038","4"
"da209842","Glow-030spk","p003","AS009","4"
"da209842","Glow-180spk","p005","AS009","2"
"da209842","Tacotron2-180spk","p015","IS031","4"
"da209842","Glow-030spk","p010","AS009","2"
"da209842","Tacotron2-180spk","p043","VP131","3"
"da209842","Glow-060spk","p046","VP131","2"
"da209842","GT-000000","p037","MS052","5"
"da209842","Tacotron2-030spk","p027","IS038","4"
"da209842","Glow-060spk","p060","VP427","2"
"da209842","GT-000000","p016","IS031","5"
"da209842","Glow-030spk","p017","IS031","2"
"da209842","GT-000000","p009","AS009","5"
"da209842","Tacotron2-180spk","p008","AS009","5"
"da209842","Tacotron2-060spk","p028","IS038","4"
"da209842","Glow-060spk","p032","MS052","1"
"da209842","Glow-060spk","p011","IS031","2"
"da209842","Glow-030spk","p031","MS052","2"
"da209842","Tacotron2-030spk","p013","IS031","4"
"da209842","GT-000000","p023","IS038","5"
"da209842","Tacotron2-030spk","p055","VP427","3"
"da209842","Tacotron2-030spk","p006","AS009","4"
"da209842","Tacotron2-060spk","p007","AS009","5"
"da209842","Tacotron2-030spk","p041","VP131","2"
"da209842","Glow-030spk","p038","MS052","2"
"da209842","Glow-030spk","p045","VP131","3"
"da209842","Glow-060spk","p018","IS031","3"
"da209842","Tacotron2-180spk","p036","MS052","2"
"da209842","Tacotron2-180spk","p050","VP131","2"
"c6397812","Glow-060spk","p037","MS052","1"
"c6397812","Tacotron2-180spk","p055","VP427","2"
"c6397812","Tacotron2-060spk","p019","IS031","5"
"c6397812","Glow-180spk","p010","AS009","1"
"c6397812","Glow-060spk","p016","IS031","1"
"c6397812","GT-000000","p028","IS038","5"
"c6397812","Glow-180spk","p003","AS009","5"
"c6397812","GT-000000","p007","AS009","5"
"c6397812","Glow-180spk","p045","VP131","3"
"c6397812","GT-000000","p035","MS052","5"
"c6397812","Tacotron2-030spk","p060","VP427","4"
"c6397812","Tacotron2-030spk","p032","MS052","2"
"c6397812","Glow-180spk","p017","IS031","1"
"c6397812","Glow-180spk","p059","VP427","1"
"c6397812","Glow-030spk","p001","AS009","3"
"c6397812","Glow-030spk","p050","VP131","3"
"c6397812","GT-000000","p042","VP131","4"
"c6397812","Glow-030spk","p029","IS038","3"
"c6397812","Glow-060spk","p023","IS038","1"
"c6397812","Tacotron2-030spk","p025","IS038","5"
"c6397812","GT-000000","p049","VP131","4"
"c6397812","Glow-030spk","p057","VP427","1"
"c6397812","Glow-030spk","p015","IS031","3"
"c6397812","Tacotron2-030spk","p011","IS031","1"
"c6397812","Glow-060spk","p051","VP427","2"
"c6397812","Glow-060spk","p002","AS009","3"
"c6397812","Tacotron2-030spk","p046","VP131","3"
"c6397812","GT-000000","p021","IS038","5"
"c6397812","Glow-060spk","p044","VP131","2"
"c6397812","Glow-030spk","p008","AS009","4"
"c6397812","GT-000000","p056","VP427","5"
"c6397812","Tacotron2-180spk","p020","IS031","2"
"c6397812","Glow-180spk","p031","MS052","3"
"c6397812","Tacotron2-180spk","p034","MS052","3"
"c6397812","Glow-060spk","p030","IS038","3"
"c6397812","Glow-060spk","p009","AS009","3"
"c6397812","Glow-030spk","p022","IS038","2"
"c6397812","Glow-180spk","p024","IS038","3"
"c6397812","Tacotron2-180spk","p006","AS009","4"
"c6397812","Tacotron2-060spk","p026","IS038","4"
"c6397812","Tacotron2-030spk","p018","IS031","3"
"c6397812","Tacotron2-030spk","p053","VP427","3"
"c6397812","Tacotron2-180spk","p013","IS031","4"
"c6397812","Tacotron2-060spk","p012","IS031","5"
"c6397812","Glow-180spk","p052","VP427","1"
"c6397812","Glow-180spk","p038","MS052","1"
"c6397812","Tacotron2-030spk","p039","MS052","2"
"c6397812","Tacotron2-060spk","p005","AS009","5"
"c6397812","Glow-030spk","p036","MS052","3"
"c6397812","Glow-060spk","p058","VP427","3"
"c6397812","Tacotron2-180spk","p048","VP131","4"
"6270ff5b","Glow-030spk","p029","IS038","3"
"c6397812","Tacotron2-060spk","p040","MS052","3"
"c6397812","Tacotron2-180spk","p027","IS038","5"
"c6397812","Tacotron2-030spk","p004","AS009","5"
"c6397812","Glow-030spk","p043","VP131","3"
"c6397812","Tacotron2-060spk","p054","VP427","4"
"c6397812","Tacotron2-180spk","p041","VP131","4"
"c6397812","Tacotron2-060spk","p047","VP131","4"
"c6397812","Tacotron2-060spk","p033","MS052","3"
"c6397812","GT-000000","p014","IS031","5"
"6270ff5b","Glow-180spk","p017","IS031","2"
"6270ff5b","Glow-180spk","p003","AS009","4"
"6270ff5b","Glow-060spk","p009","AS009","4"
"6270ff5b","Tacotron2-060spk","p012","IS031","4"
"6270ff5b","Tacotron2-030spk","p032","MS052","3"
"6270ff5b","Tacotron2-180spk","p055","VP427","3"
"6270ff5b","Glow-060spk","p037","MS052","1"
"6270ff5b","Tacotron2-030spk","p018","IS031","2"
"6270ff5b","Tacotron2-060spk","p005","AS009","4"
"6270ff5b","Tacotron2-030spk","p046","VP131","3"
"6270ff5b","Tacotron2-060spk","p047","VP131","3"
"6270ff5b","Glow-180spk","p010","AS009","2"
"6270ff5b","Tacotron2-060spk","p054","VP427","4"
"6270ff5b","Glow-180spk","p052","VP427","1"
"6270ff5b","Glow-060spk","p016","IS031","2"
"6270ff5b","Glow-180spk","p031","MS052","3"
"6270ff5b","GT-000000","p028","IS038","5"
"6270ff5b","GT-000000","p014","IS031","5"
"1bff70e1","Glow-030spk","p057","VP427","2"
"1bff70e1","Tacotron2-180spk","p034","MS052","2"
"1bff70e1","Tacotron2-180spk","p027","IS038","4"
"1bff70e1","GT-000000","p049","VP131","5"
"1bff70e1","Glow-180spk","p045","VP131","2"
"1bff70e1","Glow-180spk","p024","IS038","3"
"1bff70e1","Glow-060spk","p044","VP131","2"
"1bff70e1","Glow-030spk","p015","IS031","2"
"1bff70e1","Tacotron2-030spk","p039","MS052","3"
"1bff70e1","Tacotron2-180spk","p013","IS031","3"
"1bff70e1","Glow-060spk","p009","AS009","3"
"1bff70e1","Tacotron2-060spk","p047","VP131","2"
"1bff70e1","Glow-030spk","p043","VP131","1"
"1bff70e1","Tacotron2-060spk","p054","VP427","3"
"1bff70e1","Tacotron2-030spk","p046","VP131","3"
"1bff70e1","GT-000000","p014","IS031","5"
"1bff70e1","Glow-030spk","p008","AS009","2"
"09cf35b7","Tacotron2-030spk","p052","VP427","2"
"09cf35b7","Glow-180spk","p016","IS031","1"
"6270ff5b","Tacotron2-180spk","p027","IS038","4"
"6270ff5b","GT-000000","p007","AS009","5"
"6270ff5b","Tacotron2-030spk","p025","IS038","3"
"6270ff5b","Tacotron2-030spk","p060","VP427","3"
"6270ff5b","Glow-030spk","p022","IS038","2"
"4ea2e432","Tacotron2-180spk","p049","VP131","2"
"4ea2e432","Tacotron2-060spk","p041","VP131","2"
"4ea2e432","Glow-030spk","p037","MS052","1"
"4ea2e432","GT-000000","p015","IS031","5"
"4ea2e432","Tacotron2-030spk","p054","VP427","4"
"4ea2e432","Glow-060spk","p038","MS052","1"
"4ea2e432","Glow-180spk","p025","IS038","4"
"4ea2e432","Tacotron2-060spk","p055","VP427","2"
"4ea2e432","Tacotron2-180spk","p035","MS052","2"
"4ea2e432","Glow-060spk","p052","VP427","1"
"4ea2e432","GT-000000","p001","AS009","5"
"4ea2e432","Tacotron2-030spk","p040","MS052","2"
"4ea2e432","GT-000000","p043","VP131","5"
"4ea2e432","Tacotron2-180spk","p028","IS038","4"
"4ea2e432","Tacotron2-030spk","p012","IS031","4"
"4ea2e432","Tacotron2-180spk","p007","AS009","5"
"4ea2e432","Glow-060spk","p010","AS009","5"
"4ea2e432","GT-000000","p050","VP131","5"
"4ea2e432","Glow-180spk","p046","VP131","1"
"4ea2e432","Tacotron2-030spk","p047","VP131","4"
"4ea2e432","Tacotron2-060spk","p027","IS038","3"
"4ea2e432","Tacotron2-180spk","p014","IS031","2"
"4ea2e432","GT-000000","p022","IS038","5"
"4ea2e432","Glow-180spk","p060","VP427","1"
"4ea2e432","Glow-030spk","p044","VP131","3"
"4ea2e432","Tacotron2-060spk","p034","MS052","1"
"4ea2e432","Tacotron2-030spk","p033","MS052","2"
"4ea2e432","Glow-060spk","p017","IS031","2"
"4ea2e432","Glow-030spk","p030","IS038","3"
"4ea2e432","Tacotron2-030spk","p019","IS031","5"
"4ea2e432","Tacotron2-060spk","p006","AS009","5"
"4ea2e432","GT-000000","p036","MS052","5"
"4ea2e432","Glow-030spk","p016","IS031","2"
"4ea2e432","Tacotron2-060spk","p013","IS031","2"
"4ea2e432","Glow-060spk","p003","AS009","2"
"4ea2e432","Glow-030spk","p051","VP427","2"
"4ea2e432","Glow-180spk","p032","MS052","1"
"4ea2e432","Tacotron2-030spk","p026","IS038","4"
